,Active_Assets,Risk_On_Weight_Sum,Target_Leverage,Actual_Gross_Exposure,Actual_Borrowing
2015-05-31,3.0,0.9057330452020181,1.395593117629865,1.264034804293876,0.26403480429387605
2015-06-30,3.0,0.9025000068059608,1.3340077023428691,1.2039419604436434,0.20394196044364343
2015-07-31,1.0,0.20526684474843787,1.3282512160754136,0.2726459361570757,0.0
2015-08-31,2.0,0.47719759458005695,1.416367037884264,0.6758869435208512,0.0
2015-09-30,0.0,0.0,1.5433584210672164,0.0,0.0
2015-10-31,1.0,0.28244027008334344,1.5577134520547733,0.4399610081108074,0.0
2015-11-30,2.0,0.4538770530933174,1.6245510242388082,0.7373464314812407,0.0
2015-12-31,2.0,0.45556793486704533,1.6073444992265387,0.7322546141325393,0.0
2016-01-31,2.0,0.4587200962452085,1.581366039286673,0.7254043817404868,0.0
2016-02-29,1.0,0.2858100236652249,1.6054084255481333,0.45884182009826346,0.0
2016-03-31,2.0,0.7384472012033904,1.5994003047352554,1.181072678635599,0.18107267863559895
2016-04-30,3.0,0.9019312575850913,1.5500816876481638,1.398067125900129,0.39806712590012894
2016-05-31,3.0,0.9078174025484562,1.5391866989529481,1.397300471080598,0.39730047108059807
2016-06-30,4.0,1.0,1.6244039104823467,1.6244039104823467,0.6244039104823467
2016-07-31,4.0,1.0,1.6593352816523932,1.6593352816523932,0.6593352816523932
2016-08-31,3.0,0.9168460669624177,1.6646843099345194,1.5262592622975104,0.5262592622975104
2016-09-30,3.0,0.9174870693500257,1.6353559597405396,1.5004179468464462,0.5004179468464462
2016-10-31,4.0,1.0000000000000002,1.630217567294174,1.6302175672941746,0.6302175672941746
2016-11-30,3.0,0.7095206696724472,1.603859099188297,1.1379711821163285,0.13797118211632853
2016-12-31,2.0,0.2594156124489151,1.5131894850200411,0.3925449770077324,0.0
2017-01-31,2.0,0.25712290222093526,1.513185332937227,0.389074604402972,0.0
2017-02-28,2.0,0.25426812781375063,1.521660486630445,0.38690976310368397,0.0
2017-03-31,3.0,0.7062088202954042,1.5295222833693294,1.0801621273537871,0.08016212735378714
2017-04-30,1.0,0.17082459251484014,1.524571074941665,0.26043423263682175,0.0
2017-05-31,2.0,0.6212451149988223,1.5304949438023918,0.950812507367633,0.0
2017-06-30,3.0,0.9151009079392105,1.5467224336662075,1.4154071033778919,0.4154071033778919
2017-07-31,3.0,0.9144663604904415,1.5449786352547268,1.4128309896168794,0.41283098961687936
2017-08-31,3.0,0.915593075534993,1.5348501872395164,1.4052982034200887,0.4052982034200887
2017-09-30,3.0,0.9165468729144126,1.5241520654332419,1.3969568094188811,0.3969568094188811
